-1.440299539170507330e+02, 5.936623376623376203e+01
-1.443894009216590177e+02, 5.935064935064934133e+01
-1.447188940092166263e+02, 5.930389610389609345e+01
-1.447188940092166263e+02, 5.930389610389609345e+01
-1.451382488479263202e+02, 5.921038961038960480e+01
-1.456175115207373665e+02, 5.917922077922077051e+01
-1.456175115207373665e+02, 5.916363636363635692e+01
-1.457972350230415088e+02, 5.908571428571427475e+01
-1.457972350230415088e+02, 5.908571428571427475e+01
-1.461267281105991174e+02, 5.891428571428570393e+01
-1.466958525345622490e+02, 5.852467532467531441e+01
-1.466958525345622490e+02, 5.852467532467531441e+01
-1.472350230414747045e+02, 5.797922077922076767e+01
-1.478940092165898932e+02, 5.755844155844155097e+01
-1.487926267281106334e+02, 5.707532467532466569e+01
-1.500207373271889821e+02, 5.657662337662336682e+01
-1.503502304147465907e+02, 5.645194805194804388e+01
-1.506497695852534946e+02, 5.638961038961038241e+01
-1.510990783410138647e+02, 5.609350649350648155e+01
-1.528963133640553451e+02, 5.561038961038960338e+01
-1.540046082949309039e+02, 5.520519480519479316e+01
-1.552327188940092526e+02, 5.467532467532466711e+01
-1.575990783410138647e+02, 5.408311688311687249e+01
-1.601451612903226192e+02, 5.355324675324674644e+01
-1.609239631336405978e+02, 5.338181818181817562e+01
-1.620322580645161565e+02, 5.321038961038960480e+01
-1.637396313364055800e+02, 5.282077922077921528e+01
-1.652073732718894234e+02, 5.247792207792207364e+01
-1.652073732718894234e+02, 5.247792207792207364e+01
-1.661658986175115729e+02, 5.218181818181817277e+01
-1.674838709677419786e+02, 5.194805194805194049e+01
-1.692211981566820782e+02, 5.146493506493505521e+01
-1.698801843317972669e+02, 5.127792207792207080e+01
-1.699101382488479715e+02, 6.195324675324674502e+01
-1.440299539170507330e+02, 6.195324675324674502e+01
-1.440299539170507330e+02, 6.079999999999999005e+01
-1.440299539170507330e+02, 5.936623376623376203e+01
