-1.497811059907834590e+02, 6.187532467532466285e+01
-1.498709677419355160e+02, 6.126753246753246174e+01
-1.498709677419355160e+02, 6.126753246753246174e+01
-1.506797235023041992e+02, 6.056623376623375776e+01
-1.506797235023041992e+02, 6.056623376623375776e+01
-1.520576036866359857e+02, 5.959999999999999432e+01
-1.523870967741935942e+02, 5.899220779220778610e+01
-1.522373271889401281e+02, 5.863376623376622376e+01
-1.531059907834101637e+02, 5.796363636363635408e+01
-1.531059907834101637e+02, 5.796363636363635408e+01
-1.540645161290323131e+02, 5.737142857142856656e+01
-1.557119815668203273e+02, 5.695064935064934275e+01
-1.557119815668203273e+02, 5.695064935064934275e+01
-1.568502304147465907e+02, 5.656103896103895323e+01
-1.582281105990783772e+02, 5.596883116883115861e+01
-1.588870967741935942e+02, 5.547012987012985974e+01
-1.602050691244239999e+02, 5.508051948051947022e+01
-1.620023041474654804e+02, 5.467532467532466711e+01
-1.632903225806452099e+02, 5.431688311688310478e+01
-1.653870967741935942e+02, 5.397402597402596314e+01
-1.670645161290322847e+02, 5.336623376623376203e+01
-1.684723502304147758e+02, 5.291428571428570393e+01
-1.697903225806452099e+02, 5.283636363636362887e+01
-1.697903225806452099e+02, 5.283636363636362887e+01
-1.698502304147465907e+02, 6.195324675324674502e+01
-1.698502304147465907e+02, 6.195324675324674502e+01
-1.556221198156682419e+02, 6.195324675324674502e+01
-1.556221198156682419e+02, 6.195324675324674502e+01
-1.497211981566820782e+02, 6.195324675324674502e+01
-1.488525345622120142e+02, 6.195324675324674502e+01
-1.497811059907834590e+02, 6.187532467532466285e+01
